time	V(vout)
Step Information: R=1M  (Run: 1/21)
2.112678725380615e+000	1.086674e-002
2.112678741727434e+000	8.661088e-003
2.112678763192215e+000	6.709296e-003
2.112678784609847e+000	5.413837e-003
2.112678811563326e+000	4.366365e-003
2.112678844405379e+000	3.547577e-003
2.112678883906479e+000	2.933154e-003
2.112678937388210e+000	2.426100e-003
2.112679004446868e+000	2.047204e-003
2.112679099379264e+000	1.738902e-003
2.112679224926057e+000	1.510301e-003
2.112679411808014e+000	1.327539e-003
2.112679673354758e+000	1.194292e-003
2.112680085129743e+000	1.090654e-003
2.112680697794746e+000	1.017472e-003
2.112681728817573e+000	9.630915e-004
2.112683370294366e+000	9.274727e-004
2.112693219155125e+000	8.878799e-004
2.112706350969471e+000	8.818411e-004
2.127216076285826e+000	8.775801e-004
2.138934826285826e+000	8.751361e-004
2.150653576285826e+000	8.729624e-004
2.162372326285826e+000	8.710306e-004
2.174091076285826e+000	8.693282e-004
2.185809826285826e+000	8.679365e-004
2.197528576285826e+000	8.674670e-004
2.209247326285826e+000	8.715511e-004
2.217059826285826e+000	8.940739e-004
2.220966076285826e+000	9.354373e-004
2.221454357535826e+000	9.862205e-004
2.222430920035826e+000	1.231607e-003
2.222461437613951e+000	1.278919e-003
2.222522472770201e+000	1.495506e-003
2.222537731559264e+000	1.664741e-003
2.222568249137389e+000	2.317802e-003
2.222570173545294e+000	2.410920e-003
2.222574022361105e+000	2.761621e-003
2.222578097561771e+000	3.308643e-003
2.222579116361938e+000	3.540440e-003
2.222581153962270e+000	4.215620e-003
2.222581663362353e+000	4.463939e-003
2.222582682162520e+000	5.191635e-003
2.222583484462486e+000	6.035256e-003
2.222584127946423e+000	7.091452e-003
2.222584613655006e+000	8.342319e-003
2.222585009839662e+000	9.952188e-003
2.222585329478731e+000	1.202758e-002
2.222585593299758e+000	1.481345e-002
2.222585811461054e+000	1.863000e-002
2.222585993802496e+000	2.401171e-002
2.222586149205876e+000	3.186908e-002
2.222586285893500e+000	4.384658e-002
2.222586411523892e+000	6.307257e-002
2.222586534179857e+000	9.606374e-002
2.222586666573402e+000	1.559205e-001
2.222586798090142e+000	2.491709e-001
2.222586974813527e+000	4.206323e-001
2.222587163202458e+000	6.376306e-001
2.222587391210786e+000	9.208363e-001
2.222587667946177e+000	1.272247e+000
2.222588198936582e+000	1.947326e+000
2.222589072835487e+000	3.003509e+000
2.222589365350702e+000	3.291676e+000
2.222589365700833e+000	3.291848e+000
2.222589366401095e+000	3.291942e+000
2.222589367801618e+000	3.292087e+000
2.222589373133520e+000	3.292579e+000
2.222589379598251e+000	3.293093e+000
2.222589392527712e+000	3.293923e+000
2.222589418386634e+000	3.295140e+000
2.222589446017756e+000	3.296017e+000
2.222589484672180e+000	3.296786e+000
2.222589527922918e+000	3.297320e+000
2.222589590038969e+000	3.297777e+000
2.222589666208145e+000	3.298108e+000
2.222589778680325e+000	3.298384e+000
2.222589925486310e+000	3.298583e+000
2.222590152296000e+000	3.298744e+000
2.222590467208253e+000	3.298859e+000
2.222590981749880e+000	3.298949e+000
2.222591742804955e+000	3.299011e+000
2.222593081390798e+000	3.299056e+000
2.222595758562486e+000	3.299088e+000
2.222601112905860e+000	3.299108e+000
2.222611821592610e+000	3.299117e+000
2.222633238966108e+000	3.299119e+000
2.231979501834757e+000	3.299121e+000
2.239792001834757e+000	3.299123e+000
2.251510751834757e+000	3.299125e+000
2.263229501834757e+000	3.299128e+000
2.274948251834757e+000	3.299129e+000
2.290573251834757e+000	3.299131e+000
2.306198251834757e+000	3.299133e+000
2.317917001834757e+000	3.299129e+000
2.325729501834757e+000	3.299114e+000
2.331100595584757e+000	3.299061e+000
2.331833017459757e+000	3.299008e+000
2.331955087772257e+000	3.298988e+000
2.332199228397257e+000	3.298917e+000
2.332260263553507e+000	3.298876e+000
2.332382333866007e+000	3.298719e+000
2.332412851444132e+000	3.298567e+000
2.332473886600382e+000	3.297951e+000
2.332475793949015e+000	3.297902e+000
2.332479608646280e+000	3.297703e+000
2.332487238040812e+000	3.297126e+000
2.332488633054681e+000	3.296941e+000
2.332491423082420e+000	3.296380e+000
2.332492120589355e+000	3.296172e+000
2.332493515603225e+000	3.295555e+000
2.332494609708485e+000	3.294842e+000
2.332495426135124e+000	3.294004e+000
2.332496077868711e+000	3.292958e+000
2.332496563306424e+000	3.291734e+000
2.332496969315740e+000	3.290119e+000
2.332497288717902e+000	3.288094e+000
2.332497552927747e+000	3.285381e+000
2.332497770844687e+000	3.281700e+000
2.332497953329257e+000	3.276489e+000
2.332498116400193e+000	3.268493e+000
2.332498254615167e+000	3.256653e+000
2.332498380410082e+000	3.237684e+000
2.332498504349115e+000	3.204726e+000
2.332498637750082e+000	3.144971e+000
2.332498768448264e+000	3.052884e+000
2.332498944266197e+000	2.882945e+000
2.332499132211909e+000	2.666880e+000
2.332499360003347e+000	2.384146e+000
2.332499634501200e+000	2.035642e+000
2.332500159032728e+000	1.373138e+000
2.332501208095785e+000	1.409460e-001
2.332501398234215e+000	1.986564e-002
2.332501588315473e+000	2.250129e-003
2.332501648287515e+000	1.838543e-003
2.332501707499840e+000	1.686123e-003
2.332501825924490e+000	1.502717e-003
2.332502062773791e+000	1.306428e-003
2.332502536472394e+000	1.138647e-003
2.332503483869598e+000	1.017586e-003
2.332505378664007e+000	9.448468e-004
2.332509168252824e+000	9.053642e-004
2.332516747430459e+000	8.876532e-004
2.332531905785730e+000	8.816153e-004
2.344168916973612e+000	8.782433e-004
2.355887666973612e+000	8.757231e-004
2.367606416973612e+000	8.734859e-004
2.379325166973612e+000	8.714969e-004
2.391043916973612e+000	8.697369e-004
2.402762666973612e+000	8.682474e-004
2.414481416973612e+000	8.674215e-004
2.426200166973612e+000	8.695666e-004
2.434012666973612e+000	8.795954e-004
2.437918916973612e+000	9.124341e-004
2.441825166973612e+000	1.171342e-003
2.442313448223612e+000	1.424623e-003
2.442328707012675e+000	1.479566e-003
2.442359224590800e+000	1.708697e-003
2.442366853985331e+000	1.826499e-003
2.442382112774394e+000	2.233799e-003
2.442385927471659e+000	2.454057e-003
2.442393556866191e+000	3.205752e-003
2.442394708687839e+000	3.417965e-003
2.442397012331135e+000	4.078377e-003
2.442397588241959e+000	4.325221e-003
2.442398740063607e+000	5.047325e-003
2.442399524444030e+000	5.789824e-003
2.442400329304232e+000	6.895477e-003
2.442400514689110e+000	7.265899e-003
2.442400885458865e+000	8.333032e-003
2.442401308104715e+000	1.015260e-002
2.442401683458403e+000	1.282101e-002
2.442401960371113e+000	1.621477e-002
2.442402170099247e+000	2.066216e-002
2.442402339415842e+000	2.683070e-002
2.442402484875903e+000	3.594660e-002
2.442402615663641e+000	5.014993e-002
2.442402738985328e+000	7.353856e-002
2.442402863208510e+000	1.142729e-001
2.442402993515076e+000	1.844514e-001
2.442403134561063e+000	2.993506e-001
2.442403355537864e+000	5.337770e-001
2.442403587466470e+000	8.127585e-001
2.442403830582958e+000	1.119556e+000
2.442404208284178e+000	1.600863e+000
2.442404963686619e+000	2.561112e+000
2.442405305272842e+000	2.989914e+000
2.442405369078997e+000	3.066297e+000
2.442405496691308e+000	3.206710e+000
2.442405549068743e+000	3.254277e+000
2.442405580445360e+000	3.273018e+000
2.442405621387048e+000	3.287283e+000
2.442405636065920e+000	3.290243e+000
2.442405653114935e+000	3.292182e+000
2.442405673820208e+000	3.293780e+000
2.442405699095091e+000	3.295071e+000
2.442405725756368e+000	3.295946e+000
2.442405764012875e+000	3.296737e+000
2.442405805154510e+000	3.297267e+000
2.442405868209051e+000	3.297752e+000
2.442405939564780e+000	3.298077e+000
2.442406053778999e+000	3.298370e+000
2.442406190854135e+000	3.298565e+000
2.442406420448162e+000	3.298736e+000
2.442406713784257e+000	3.298849e+000
2.442407233273672e+000	3.298943e+000
2.442408099826776e+000	3.299011e+000
2.442409832932984e+000	3.299062e+000
2.442420231570234e+000	3.299112e+000
2.442434096419901e+000	3.299118e+000
2.449505169749927e+000	3.299121e+000
2.457317669749927e+000	3.299123e+000
2.469036419749927e+000	3.299125e+000
2.480755169749927e+000	3.299127e+000
2.492473919749927e+000	3.299129e+000
2.508098919749927e+000	3.299131e+000
2.523723919749927e+000	3.299133e+000
2.539348919749927e+000	3.299128e+000
2.547161419749927e+000	3.299102e+000
2.551067669749927e+000	3.299045e+000
2.551555950999927e+000	3.299020e+000
2.551678021312427e+000	3.299004e+000
2.551922161937427e+000	3.298954e+000
2.551983197093677e+000	3.298931e+000
2.552105267406177e+000	3.298859e+000
2.552135784984302e+000	3.298828e+000
2.552200775707235e+000	3.298729e+000
2.552213025204062e+000	3.298696e+000
2.552229357866497e+000	3.298632e+000
2.552262023191368e+000	3.298446e+000
2.552270189522585e+000	3.298362e+000
2.552286522185021e+000	3.298096e+000
2.552290605350629e+000	3.297982e+000
2.552298771681847e+000	3.297636e+000
2.552300813264651e+000	3.297498e+000
2.552304896430260e+000	3.297100e+000
2.552305917221662e+000	3.296958e+000
2.552307958804467e+000	3.296516e+000
2.552310332446685e+000	3.295786e+000
2.552310838845536e+000	3.295541e+000
2.552311851643240e+000	3.294811e+000
2.552312652354959e+000	3.293962e+000
2.552313286888092e+000	3.292914e+000
2.552313771379551e+000	3.291657e+000
2.552314163339518e+000	3.290058e+000
2.552314477985058e+000	3.288014e+000
2.552314739051248e+000	3.285274e+000
2.552314955405366e+000	3.281537e+000
2.552315136674072e+000	3.276239e+000
2.552315298576280e+000	3.268106e+000
2.552315436074310e+000	3.256035e+000
2.552315561511264e+000	3.236648e+000
2.552315685475250e+000	3.202924e+000
2.552315818466748e+000	3.142134e+000
2.552315949962613e+000	3.047983e+000
2.552316128928429e+000	2.873223e+000
2.552316318090346e+000	2.654667e+000
2.552316546745119e+000	2.370318e+000
2.552316827140678e+000	2.014150e+000
2.552317369944223e+000	1.322930e+000
2.552318105034281e+000	4.053738e-001
2.552318409788855e+000	4.705543e-002
2.552318411000732e+000	4.590650e-002
2.552318413424487e+000	4.410150e-002
2.552318418271997e+000	4.073688e-002
2.552318427967018e+000	3.468403e-002
2.552318444803650e+000	2.636212e-002
2.552318477917658e+000	1.474866e-002
2.552318494758428e+000	1.090478e-002
2.552318511640454e+000	8.605645e-003
2.552318532324964e+000	6.735899e-003
2.552318555605007e+000	5.339338e-003
2.552318579930672e+000	4.398023e-003
2.552318616331658e+000	3.503391e-003
2.552318653235512e+000	2.932847e-003
2.552318710538429e+000	2.400528e-003
2.552318774513835e+000	2.043887e-003
2.552318875984786e+000	1.722438e-003
2.552318996717537e+000	1.506676e-003
2.552319196294126e+000	1.317508e-003
2.552319449639043e+000	1.191525e-003
2.552319890620854e+000	1.085915e-003
2.552320551198304e+000	1.013004e-003
2.552321872353205e+000	9.556925e-004
2.552324514663006e+000	9.158215e-004
2.552340368521812e+000	8.834687e-004
2.552361507000220e+000	8.810596e-004
2.565543180515824e+000	8.778737e-004
2.577261930515824e+000	8.753973e-004
2.588980680515824e+000	8.731948e-004
2.600699430515824e+000	8.712370e-004
2.612418180515824e+000	8.695079e-004
2.624136930515824e+000	8.680685e-004
2.635855680515824e+000	8.674192e-004
2.647574430515824e+000	8.705067e-004
2.655386930515824e+000	8.853081e-004
2.659293180515824e+000	9.068997e-004
2.660758024265824e+000	9.364883e-004
2.661490446140824e+000	9.825259e-004
2.661612516453324e+000	9.989259e-004
2.661856657078324e+000	1.052184e-003
2.661917692234574e+000	1.077126e-003
2.662039762547074e+000	1.157956e-003
2.662070280125199e+000	1.195450e-003
2.662131315281449e+000	1.316473e-003
2.662146574070511e+000	1.370828e-003
2.662177091648636e+000	1.540632e-003
2.662184721043167e+000	1.612701e-003
2.662199979832230e+000	1.831068e-003
2.662203794529495e+000	1.915960e-003
2.662211423924027e+000	2.155932e-003
2.662213331272660e+000	2.240458e-003
2.662217145969925e+000	2.531928e-003
2.662223941333951e+000	3.323934e-003
2.662224904969325e+000	3.531005e-003
2.662226832240072e+000	4.162561e-003
2.662227314057759e+000	4.388854e-003
2.662228277693132e+000	5.058171e-003
2.662229240365591e+000	6.036475e-003
2.662229840422507e+000	7.010747e-003
2.662230380644429e+000	8.391133e-003
2.662230741949164e+000	9.857796e-003
2.662231073990930e+000	1.201921e-002
2.662231341850135e+000	1.486016e-002
2.662231561795369e+000	1.875573e-002
2.662231743530338e+000	2.420951e-002
2.662231898017189e+000	3.216600e-002
2.662232034030939e+000	4.430968e-002
2.662232159332160e+000	6.384601e-002
2.662232282016738e+000	9.741352e-002
2.662232414101351e+000	1.580407e-001
2.662232546226395e+000	2.528558e-001
2.662232725366877e+000	4.279957e-001
2.662232914709218e+000	6.469092e-001
2.662233143417772e+000	9.313905e-001
2.662233424669417e+000	1.288667e+000
2.662233969708400e+000	1.982880e+000
2.662234679167510e+000	2.872163e+000
2.662234978890291e+000	3.231257e+000
2.662234981578206e+000	3.233722e+000
2.662234990793914e+000	3.241652e+000
2.662235003081526e+000	3.251142e+000
2.662235027656748e+000	3.266132e+000
2.662235070150513e+000	3.283988e+000
2.662235089846942e+000	3.289017e+000
2.662235105859178e+000	3.291265e+000
2.662235127592841e+000	3.293261e+000
2.662235148788915e+000	3.294559e+000
2.662235175453307e+000	3.295605e+000
2.662235208734918e+000	3.296444e+000
2.662235247006219e+000	3.297046e+000
2.662235301679575e+000	3.297570e+000
2.662235366489297e+000	3.297941e+000
2.662235463440386e+000	3.298259e+000
2.662235584859912e+000	3.298483e+000
2.662235775397314e+000	3.298671e+000
2.662236028488894e+000	3.298802e+000
2.662236447943432e+000	3.298909e+000
2.662237040413426e+000	3.298980e+000
2.662238157341527e+000	3.299037e+000
2.662240391197731e+000	3.299078e+000
2.662253794334952e+000	3.299115e+000
2.662271665184580e+000	3.299119e+000
2.670717110990062e+000	3.299121e+000
2.678529610990062e+000	3.299123e+000
2.690248360990062e+000	3.299125e+000
2.701967110990062e+000	3.299127e+000
2.713685860990062e+000	3.299129e+000
2.729310860990062e+000	3.299131e+000
2.744935860990062e+000	3.299133e+000
2.756654610990062e+000	3.299130e+000
2.764467110990062e+000	3.299118e+000
2.768373360990062e+000	3.299102e+000
2.769838204740062e+000	3.299066e+000
2.771791329740062e+000	3.298932e+000
2.771852364896312e+000	3.298911e+000
2.771985879300609e+000	3.298815e+000
2.772001138089671e+000	3.298791e+000
2.772031655667796e+000	3.298712e+000
2.772092690824046e+000	3.298438e+000
2.772107949613109e+000	3.298305e+000
2.772111764310374e+000	3.298248e+000
2.772119393704906e+000	3.298035e+000
2.772134652493968e+000	3.297335e+000
2.772136692408312e+000	3.297121e+000
2.772140772236999e+000	3.296385e+000
2.772141654191053e+000	3.296112e+000
2.772143418099160e+000	3.295300e+000
2.772143794538163e+000	3.295047e+000
2.772144547416169e+000	3.294299e+000
2.772145301503871e+000	3.293212e+000
2.772145819502912e+000	3.292037e+000
2.772146245761834e+000	3.290506e+000
2.772146567920681e+000	3.288676e+000
2.772146840356502e+000	3.286201e+000
2.772147067564208e+000	3.282843e+000
2.772147258829098e+000	3.278142e+000
2.772147421111734e+000	3.271386e+000
2.772147562314037e+000	3.261268e+000
2.772147690076902e+000	3.245309e+000
2.772147814242516e+000	3.217622e+000
2.772147950770124e+000	3.165429e+000
2.772148075454122e+000	3.088078e+000
2.772148235269790e+000	2.945746e+000
2.772148421839410e+000	2.739786e+000
2.772148652787795e+000	2.457493e+000
2.772148895432873e+000	2.150651e+000
2.772149328796709e+000	1.598695e+000
2.772150195524382e+000	5.051413e-001
2.772150525495678e+000	1.015453e-001
2.772150540565385e+000	8.637053e-002
2.772150556121212e+000	7.197798e-002
2.772150587232865e+000	4.697131e-002
2.772150617536097e+000	2.876084e-002
2.772150653822846e+000	1.470787e-002
2.772150670288784e+000	1.087761e-002
2.772150686657728e+000	8.657924e-003
2.772150708117118e+000	6.706835e-003
2.772150729453758e+000	5.416458e-003
2.772150756527247e+000	4.364533e-003
2.772150789272077e+000	3.548021e-003
2.772150828825115e+000	2.932971e-003
2.772150882278555e+000	2.426142e-003
2.772150949362910e+000	2.047134e-003
2.772151044267859e+000	1.738922e-003
2.772151169847617e+000	1.510273e-003
2.772151356695363e+000	1.327545e-003
2.772151618292075e+000	1.194279e-003
2.772152030006260e+000	1.090658e-003
2.772152642777373e+000	1.017466e-003
2.772153673652209e+000	9.630936e-004
2.772155315423655e+000	9.274718e-004
2.772165166052331e+000	8.878784e-004
2.772178300223900e+000	8.818410e-004
2.786689227724041e+000	8.775803e-004
2.798407977724041e+000	8.751362e-004
2.810126727724041e+000	8.729625e-004
2.821845477724041e+000	8.710307e-004
2.833564227724041e+000	8.693282e-004
2.845282977724041e+000	8.679365e-004
2.857001727724041e+000	8.674670e-004
2.868720477724041e+000	8.715508e-004
2.876532977724041e+000	8.940700e-004
2.880439227724041e+000	9.354225e-004
2.880927508974041e+000	9.860991e-004
2.881904071474041e+000	1.231058e-003
2.881934589052166e+000	1.278083e-003
2.881995624208416e+000	1.492253e-003
2.882010882997478e+000	1.657311e-003
2.882041400575603e+000	2.274963e-003
2.882042354249919e+000	2.313172e-003
2.882044261598552e+000	2.438877e-003
2.882048076295818e+000	2.798246e-003
2.882051839140007e+000	3.315380e-003
2.882052779851054e+000	3.526031e-003
2.882054661273148e+000	4.122023e-003
2.882055131628671e+000	4.332150e-003
2.882056072339719e+000	4.956597e-003
2.882057163707199e+000	6.025309e-003
2.882057800645120e+000	7.031854e-003
2.882058323242684e+000	8.349940e-003
2.882058690677554e+000	9.818636e-003
2.882059022127623e+000	1.193381e-002
2.882059291817194e+000	1.473213e-002
2.882059513522880e+000	1.856510e-002
2.882059696846588e+000	2.392892e-002
2.882059852492107e+000	3.173898e-002
2.882059989260307e+000	4.363120e-002
2.882060114933405e+000	6.270910e-002
2.882060237550337e+000	9.543766e-002
2.882060370046281e+000	1.549286e-001
2.882060501289915e+000	2.474714e-001
2.882060676944799e+000	4.172937e-001
2.882060864936800e+000	6.334586e-001
2.882061092667913e+000	9.161316e-001
2.882061367415175e+000	1.264957e+000
2.882061892267163e+000	1.927782e+000
2.882062941971139e+000	3.160007e+000
2.882063131768428e+000	3.280484e+000
2.882063321338234e+000	3.297752e+000
2.882063382544702e+000	3.298167e+000
2.882063442887752e+000	3.298320e+000
2.882063563573852e+000	3.298504e+000
2.882063804946051e+000	3.298699e+000
2.882064287690449e+000	3.298866e+000
2.882065253179246e+000	3.298985e+000
2.882067184156840e+000	3.299057e+000
2.882071046112027e+000	3.299095e+000
2.882078770022401e+000	3.299113e+000
2.882094217843151e+000	3.299118e+000
2.889924214313450e+000	3.299121e+000
2.897736714313450e+000	3.299123e+000
2.909455464313450e+000	3.299125e+000
2.921174214313450e+000	3.299127e+000
2.932892964313450e+000	3.299129e+000
2.948517964313450e+000	3.299131e+000
2.964142964313450e+000	3.299133e+000
2.979767964313450e+000	3.299127e+000
2.983674214313450e+000	3.299120e+000
2.987580464313450e+000	3.299084e+000
2.991486714313450e+000	3.298981e+000
2.991547749469700e+000	3.298969e+000
2.991669819782200e+000	3.298859e+000
2.991913960407200e+000	3.298416e+000
2.991921589801731e+000	3.298359e+000
2.991936848590794e+000	3.298139e+000
2.991940663288059e+000	3.298052e+000
2.991948292682590e+000	3.297806e+000
2.991950200031223e+000	3.297719e+000
2.991954014728489e+000	3.297422e+000
2.991960446483712e+000	3.296661e+000
2.991961414825359e+000	3.296452e+000
2.991963351508651e+000	3.295842e+000
2.991963835679474e+000	3.295623e+000
2.991964804021121e+000	3.294868e+000
2.991966287624110e+000	3.293212e+000
2.991966378569837e+000	3.293062e+000
2.991966560461291e+000	3.292645e+000
2.991966924244199e+000	3.291551e+000
2.991967345272173e+000	3.289673e+000
2.991967690094114e+000	3.287159e+000
2.991967954542810e+000	3.283888e+000
2.991968160681149e+000	3.279545e+000
2.991968329674364e+000	3.273483e+000
2.991968474889621e+000	3.264569e+000
2.991968605163847e+000	3.250743e+000
2.991968727878973e+000	3.227994e+000
2.991968852913058e+000	3.187864e+000
2.991968983702709e+000	3.118727e+000
2.991969123133573e+000	3.006744e+000
2.991969337195145e+000	2.781299e+000
2.991969578751417e+000	2.491530e+000
2.991969813407695e+000	2.195755e+000
2.991970190961517e+000	1.714650e+000
2.991970946069161e+000	7.545419e-001
2.991971289781612e+000	3.228055e-001
2.991971361285989e+000	2.374337e-001
2.991971504294743e+000	8.218023e-002
2.991971556109710e+000	3.766687e-002
2.991971585430268e+000	2.228884e-002
2.991971623198237e+000	1.125428e-002
2.991971635953228e+000	9.071026e-003
2.991971653858669e+000	7.283853e-003
2.991971674666476e+000	5.862973e-003
2.991971703097386e+000	4.589608e-003
2.991971730042878e+000	3.816582e-003
2.991971772506432e+000	3.061636e-003
2.991971815905302e+000	2.582523e-003
2.991971886581287e+000	2.123203e-003
2.991971963297490e+000	1.829684e-003
2.991972093313685e+000	1.554621e-003
2.991972243673731e+000	1.378791e-003
2.991972509817446e+000	1.219306e-003
2.991972840252202e+000	1.118862e-003
2.991973501121713e+000	1.031017e-003
2.991974745727517e+000	9.643650e-004
2.991977234939124e+000	9.199998e-004
2.991982213362339e+000	8.949677e-004
2.991992170208769e+000	8.840142e-004
2.992012083901630e+000	8.811101e-004
3.004882661888161e+000	8.779434e-004
3.016601411888161e+000	8.754593e-004
3.028320161888161e+000	8.732499e-004
3.040038911888161e+000	8.712859e-004
3.051757661888161e+000	8.695507e-004
3.063476411888161e+000	8.681008e-004
3.075195161888161e+000	8.674131e-004
3.086913911888161e+000	8.702950e-004
3.094726411888161e+000	8.839148e-004
3.098632661888161e+000	9.025728e-004
3.100829927513161e+000	9.556853e-004
3.100951997825661e+000	9.639932e-004
3.101196138450661e+000	1.005776e-003
3.101684419700661e+000	1.261614e-003
3.101806490013161e+000	1.569530e-003
3.101837007591286e+000	1.830533e-003
3.101844636985817e+000	2.034542e-003
3.101859895774880e+000	2.763178e-003
3.101861138994071e+000	2.880170e-003
3.101863625432452e+000	3.295013e-003
3.101866361374468e+000	3.949092e-003
3.101867007565753e+000	4.197445e-003
3.101868299948325e+000	4.892339e-003
3.101868623043967e+000	5.129713e-003
3.101869269235253e+000	5.821239e-003
3.101870102355055e+000	7.148164e-003
3.101870668097322e+000	8.593108e-003
3.101871032769997e+000	1.012739e-002
3.101871352556979e+000	1.229539e-002
3.101871611320406e+000	1.514387e-002
3.101871826508973e+000	1.907746e-002
3.101872006227114e+000	2.462600e-002
3.101872159801851e+000	3.275661e-002
3.101872295317921e+000	4.518237e-002
3.101872420427766e+000	6.517199e-002
3.101872541602782e+000	9.902316e-002
3.101872672465591e+000	1.601639e-001
3.101872806708473e+000	2.577251e-001
3.101872987373385e+000	4.357334e-001
3.101873177838181e+000	6.568297e-001
3.101873407062777e+000	9.423510e-001
3.101873693569607e+000	1.306434e+000
3.101874253140245e+000	2.019710e+000
3.101874835515095e+000	2.756227e+000
3.101875112755796e+000	3.091950e+000
3.101875255164671e+000	3.240868e+000
3.101875306019850e+000	3.276326e+000
3.101875337432424e+000	3.287372e+000
3.101875354277259e+000	3.290428e+000
3.101875375289377e+000	3.292667e+000
3.101875397709334e+000	3.294251e+000
3.101875418355405e+000	3.295208e+000
3.101875447950939e+000	3.296104e+000
3.101875480652701e+000	3.296747e+000
3.101875530498059e+000	3.297355e+000
3.101875582719171e+000	3.297742e+000
3.101875677256361e+000	3.298145e+000
3.101875769583246e+000	3.298371e+000
3.101875951629014e+000	3.298605e+000
3.101876159778341e+000	3.298748e+000
3.101876576076993e+000	3.298877e+000
3.101877296649406e+000	3.298973e+000
3.101878737794233e+000	3.299042e+000
3.101881620083886e+000	3.299085e+000
3.101887384663193e+000	3.299108e+000
3.101898913821807e+000	3.299117e+000
3.101968088773488e+000	3.299119e+000
3.107778784714767e+000	3.299120e+000
3.115591284714767e+000	3.299122e+000
3.123403784714767e+000	3.299124e+000
3.135122534714767e+000	3.299126e+000
3.146841284714767e+000	3.299128e+000
3.162466284714767e+000	3.299130e+000
3.178091284714767e+000	3.299132e+000
3.193716284714767e+000	3.299131e+000
3.205435034714767e+000	3.299112e+000
3.209341284714767e+000	3.299085e+000
3.210806128464767e+000	3.299036e+000
3.211050269089767e+000	3.299005e+000
3.211538550339767e+000	3.298841e+000
3.211660620652267e+000	3.298717e+000
3.211691138230392e+000	3.298584e+000
3.211752173386642e+000	3.298067e+000
3.211754080735275e+000	3.298031e+000
3.211757895432540e+000	3.297895e+000
3.211765524827071e+000	3.297523e+000
3.211767432175704e+000	3.297374e+000
3.211771246872970e+000	3.296940e+000
3.211772200547286e+000	3.296783e+000
3.211774107895919e+000	3.296303e+000
3.211776035770806e+000	3.295619e+000
3.211776509915274e+000	3.295360e+000
3.211777458204210e+000	3.294602e+000
3.211778202750300e+000	3.293726e+000
3.211778812830765e+000	3.292612e+000
3.211779260993852e+000	3.291324e+000
3.211779644095447e+000	3.289583e+000
3.211779950237785e+000	3.287350e+000
3.211780201394140e+000	3.284356e+000
3.211780407897219e+000	3.280272e+000
3.211780581083212e+000	3.274454e+000
3.211780736153866e+000	3.265459e+000
3.211780869841271e+000	3.251843e+000
3.211780996240060e+000	3.229203e+000
3.211781119535195e+000	3.190727e+000
3.211781249951484e+000	3.123391e+000
3.211781388080608e+000	3.014561e+000
3.211781595339561e+000	2.799077e+000
3.211781820167155e+000	2.531068e+000
3.211782054195586e+000	2.236681e+000
3.211782405393124e+000	1.789290e+000
3.211783107788200e+000	8.936334e-001
3.211783283386970e+000	6.720288e-001
3.211783634584508e+000	2.418944e-001
3.211783783143356e+000	8.044388e-002
3.211783852222547e+000	2.667350e-002
3.211783881374244e+000	1.441657e-002
3.211783903034178e+000	9.988958e-003
3.211783919824135e+000	7.930817e-003
3.211783941148180e+000	6.245133e-003
3.211783963676579e+000	5.062571e-003
3.211783992707103e+000	4.080081e-003
3.211784026690999e+000	3.347894e-003
3.211784071793570e+000	2.747013e-003
3.211784126630681e+000	2.303931e-003
3.211784204768425e+000	1.933667e-003
3.211784303787315e+000	1.664418e-003
3.211784452222485e+000	1.442722e-003
3.211784651009565e+000	1.283546e-003
3.211784965386721e+000	1.155659e-003
3.211785412233263e+000	1.066102e-003
3.211786164913687e+000	9.969965e-004
3.211787338055530e+000	9.506279e-004
3.211789684339215e+000	9.164005e-004
3.211803762041325e+000	8.841822e-004
3.211822532310806e+000	8.811532e-004
3.224402680758986e+000	8.780078e-004
3.236121430758986e+000	8.755168e-004
3.247840180758986e+000	8.733009e-004
3.259558930758986e+000	8.713311e-004
3.271277680758986e+000	8.695901e-004
3.282996430758986e+000	8.681306e-004
3.294715180758986e+000	8.674083e-004
3.306433930758986e+000	8.701070e-004
3.314246430758986e+000	8.827384e-004
3.318152680758986e+000	8.997652e-004
3.318640962008986e+000	9.043283e-004
3.319617524508986e+000	9.822822e-004
3.321570649508986e+000	1.505669e-003
3.321631684665236e+000	1.759741e-003
3.321645345261485e+000	1.934130e-003
3.321648760410548e+000	2.012570e-003
3.321655590708672e+000	2.293756e-003
3.321665930416101e+000	2.943664e-003
3.321667190470542e+000	3.122307e-003
3.321668870543130e+000	3.502137e-003
3.321672230688307e+000	4.612327e-003
3.321672653005460e+000	4.845878e-003
3.321673497639767e+000	5.582238e-003
3.321674298573572e+000	6.593116e-003
3.321674826043795e+000	7.645156e-003
3.321675312666505e+000	9.191106e-003
3.321675678579934e+000	1.105052e-002
3.321675966661986e+000	1.342820e-002
3.321676203431458e+000	1.662900e-002
3.321676401408932e+000	2.108254e-002
3.321676569423604e+000	2.748640e-002
3.321676715074722e+000	3.703912e-002
3.321676845765442e+000	5.194995e-002
3.321676969031330e+000	7.717544e-002
3.321677107370314e+000	1.260908e-001
3.321677232319729e+000	1.987346e-001
3.321677384904141e+000	3.295995e-001
3.321677587626394e+000	5.496091e-001
3.321677815085981e+000	8.257673e-001
3.321678058798867e+000	1.133692e+000
